student_id,course_id,quiz_count,avg_score,slope,intercept,r_squared,p_value_slope,score_sequence,trajectory_label
20870,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20872,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20873,4607,6,23.3333,4.0,9.3333,0.1448,0.456715,"0.0,20.0,40.0,40.0,0.0,40.0",Consistently Struggling
20874,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20875,4607,6,80.0,3.428571,68.0,0.2571,0.304559,"80.0,80.0,60.0,80.0,80.0,100.0",Steady High Performer
20876,4607,6,80.0,-6.857143,104.0,0.5143,0.108701,"100.0,80.0,100.0,60.0,80.0,60.0",Decliner
20877,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20879,4607,6,56.6667,-4.0,70.6667,0.2471,0.315825,"80.0,60.0,40.0,60.0,40.0,60.0",Stable Average
20880,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20881,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20882,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20883,4607,6,86.6667,3.428571,74.6667,0.0701,0.612055,"100.0,40.0,100.0,100.0,80.0,100.0",Steady High Performer
20884,4607,6,90.0,-1.714286,96.0,0.0857,0.573392,"80.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20885,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20886,4607,6,76.6667,0.571429,74.6667,0.0021,0.931463,"80.0,80.0,60.0,100.0,40.0,100.0",Steady High Performer
20887,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20888,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20889,4607,6,86.6667,4.571429,70.6667,0.2743,0.28624,"80.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20890,4607,6,86.6667,-6.857143,110.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,20.0,100.0",Decliner
20891,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20892,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20893,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20894,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20895,4607,6,53.3333,-16.0,109.3333,0.6462,0.053946,"80.0,80.0,100.0,20.0,20.0,20.0",Decliner
20896,4607,6,86.6667,2.285714,78.6667,0.1714,0.41443,"80.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
20897,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20898,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20899,4607,6,86.6667,-10.285714,122.6667,0.6312,0.059028,"100.0,100.0,100.0,100.0,80.0,40.0",Decliner
20900,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20902,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20903,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20904,4607,6,80.0,2.285714,72.0,0.1143,0.512225,"80.0,80.0,80.0,60.0,80.0,100.0",Steady High Performer
20905,4607,6,80.0,2.285714,72.0,0.1143,0.512225,"80.0,80.0,80.0,60.0,80.0,100.0",Steady High Performer
20906,4607,6,93.3333,-1.142857,97.3333,0.0429,0.693907,"100.0,100.0,80.0,100.0,80.0,100.0",Steady High Performer
20907,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20908,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20909,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20910,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20911,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20912,4607,6,90.0,2.857143,80.0,0.102,0.53714,"100.0,60.0,100.0,80.0,100.0,100.0",Steady High Performer
20913,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20914,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20915,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20916,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20917,4607,6,73.3333,-3.428571,85.3333,0.1543,0.441113,"100.0,60.0,60.0,80.0,80.0,60.0",Steady High Performer
20918,4607,6,63.3333,-2.857143,73.3333,0.4286,0.158302,"80.0,60.0,60.0,60.0,60.0,60.0",Steady High Performer
20919,4607,6,90.0,-1.714286,96.0,0.0367,0.716026,"100.0,80.0,100.0,100.0,60.0,100.0",Steady High Performer
20920,4607,6,60.0,-10.285714,96.0,0.3306,0.232566,"80.0,80.0,40.0,80.0,80.0,0.0",Decliner
20921,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20922,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20923,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20924,4607,6,90.0,-0.571429,92.0,0.0095,0.85408,"100.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
20925,4607,6,86.6667,4.571429,70.6667,0.2743,0.28624,"80.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20926,4607,6,73.3333,2.285714,65.3333,0.0429,0.693907,"80.0,60.0,80.0,40.0,100.0,80.0",Steady High Performer
20927,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20928,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20929,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20930,4607,6,66.6667,4.571429,50.6667,0.1714,0.41443,"60.0,60.0,80.0,40.0,60.0,100.0",Steady High Performer
20931,4607,6,70.0,-2.857143,80.0,0.0166,0.807743,"100.0,100.0,40.0,0.0,80.0,100.0",Steady High Performer
20932,4607,6,83.3333,4.0,69.3333,0.2471,0.315825,"80.0,80.0,60.0,100.0,80.0,100.0",Steady High Performer
20933,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20934,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20935,4607,6,90.0,4.0,76.0,0.2,0.373901,"60.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20936,4607,6,83.3333,-5.142857,101.3333,0.4084,0.171901,"100.0,80.0,100.0,80.0,60.0,80.0",Steady High Performer
20938,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20939,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20940,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20941,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20942,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20943,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20944,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20945,4607,6,90.0,-2.857143,100.0,0.2381,0.326164,"100.0,80.0,100.0,100.0,80.0,80.0",Steady High Performer
20946,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20947,4607,6,86.6667,4.571429,70.6667,0.2743,0.28624,"80.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20948,4607,6,90.0,1.714286,84.0,0.0367,0.716026,"100.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20949,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20950,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20952,4607,6,83.3333,-1.714286,89.3333,0.0454,0.685301,"80.0,80.0,100.0,80.0,100.0,60.0",Steady High Performer
20953,4607,6,76.6667,4.0,62.6667,0.2471,0.315825,"80.0,60.0,80.0,60.0,80.0,100.0",Steady High Performer
20954,4607,6,96.6667,-2.857143,106.6667,0.4286,0.158302,"100.0,100.0,100.0,100.0,100.0,80.0",Steady High Performer
20955,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20956,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20957,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20958,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20959,4607,6,73.3333,9.142857,41.3333,0.4987,0.116807,"60.0,60.0,40.0,100.0,80.0,100.0",Improver
20960,4607,6,96.6667,-2.857143,106.6667,0.4286,0.158302,"100.0,100.0,100.0,100.0,100.0,80.0",Steady High Performer
20961,4607,6,73.3333,4.571429,57.3333,0.1714,0.41443,"60.0,80.0,80.0,40.0,80.0,100.0",Steady High Performer
20963,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20966,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20967,4607,6,93.3333,-1.142857,97.3333,0.0429,0.693907,"100.0,100.0,80.0,100.0,80.0,100.0",Steady High Performer
20968,4607,6,100.0,0.0,100.0,0.0,1.0,"100.0,100.0,100.0,100.0,100.0,100.0",Steady High Performer
20969,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20970,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20971,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20972,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20973,4607,5,92.0,-6.0,110.0,0.75,0.057669,"100.0,100.0,100.0,80.0,80.0",Steady High Performer
20974,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20975,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20976,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
20977,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20978,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20979,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20980,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20981,4607,6,90.0,-0.571429,92.0,0.0095,0.85408,"100.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
20982,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20984,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20985,4607,6,90.0,-2.857143,100.0,0.2381,0.326164,"100.0,80.0,100.0,100.0,80.0,80.0",Steady High Performer
20986,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20987,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20988,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20989,4607,6,73.3333,0.0,73.3333,0.0,1.0,"80.0,80.0,60.0,60.0,80.0,80.0",Steady High Performer
20990,4607,6,90.0,-0.571429,92.0,0.0041,0.904299,"80.0,100.0,100.0,100.0,60.0,100.0",Steady High Performer
20991,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20992,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20993,4607,6,90.0,1.714286,84.0,0.0367,0.716026,"100.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20994,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20995,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
20996,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20997,4607,6,86.6667,4.571429,70.6667,0.2743,0.28624,"80.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
20998,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
20999,4607,6,86.6667,4.571429,70.6667,0.2743,0.28624,"80.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
21000,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21001,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21002,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21003,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21004,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21005,4607,6,86.6667,2.285714,78.6667,0.1714,0.41443,"80.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
21006,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21007,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21008,4607,6,93.3333,-3.428571,105.3333,0.1543,0.441113,"100.0,100.0,100.0,100.0,60.0,100.0",Steady High Performer
21009,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21010,4607,6,90.0,-2.857143,100.0,0.2381,0.326164,"100.0,80.0,100.0,100.0,80.0,80.0",Steady High Performer
21011,4607,6,83.3333,6.285714,61.3333,0.253,0.309184,"80.0,40.0,100.0,100.0,80.0,100.0",Improver
21012,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21013,4607,6,93.3333,-1.142857,97.3333,0.0429,0.693907,"100.0,100.0,80.0,100.0,80.0,100.0",Steady High Performer
21014,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
21015,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21016,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21017,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21018,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21019,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21020,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21021,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21022,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21023,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21024,4607,6,60.0,13.714286,12.0,0.5143,0.108701,"60.0,0.0,40.0,80.0,80.0,100.0",Improver
21025,4607,6,90.0,-0.571429,92.0,0.0095,0.85408,"100.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
21026,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21027,4607,6,70.0,5.142857,52.0,0.2104,0.360227,"60.0,40.0,80.0,80.0,100.0,60.0",Improver
21028,4607,6,86.6667,5.714286,66.6667,0.4286,0.158302,"80.0,60.0,100.0,80.0,100.0,100.0",Improver
21029,4607,6,90.0,-1.714286,96.0,0.0857,0.573392,"80.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
21030,4607,6,60.0,5.714286,40.0,0.1429,0.460051,"80.0,40.0,20.0,60.0,60.0,100.0",Improver
21031,4607,6,96.6667,1.714286,90.6667,0.1543,0.441113,"100.0,80.0,100.0,100.0,100.0,100.0",Steady High Performer
21032,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21033,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21034,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21035,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21036,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21037,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"100.0,80.0,100.0,80.0,100.0,100.0",Steady High Performer
21038,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21039,4607,6,93.3333,-3.428571,105.3333,0.1543,0.441113,"100.0,100.0,100.0,100.0,60.0,100.0",Steady High Performer
21040,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21041,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21042,4607,6,60.0,4.571429,44.0,0.1143,0.512225,"80.0,40.0,40.0,40.0,60.0,100.0",Steady High Performer
21043,4607,6,70.0,2.857143,60.0,0.2381,0.326164,"60.0,80.0,60.0,60.0,80.0,80.0",Steady High Performer
21044,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21045,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21046,4607,6,86.6667,1.142857,82.6667,0.0429,0.693907,"80.0,100.0,80.0,80.0,80.0,100.0",Steady High Performer
21048,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21049,4607,6,96.6667,-0.571429,98.6667,0.0171,0.804726,"100.0,100.0,100.0,80.0,100.0,100.0",Steady High Performer
21050,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21051,4607,6,73.3333,6.857143,49.3333,0.3857,0.188187,"60.0,80.0,40.0,80.0,80.0,100.0",Improver
21052,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21053,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21054,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21055,4607,6,76.6667,4.0,62.6667,0.0545,0.656045,"100.0,60.0,20.0,100.0,80.0,100.0",Steady High Performer
21056,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,100.0,80.0,80.0,100.0,100.0",Steady High Performer
21057,4607,6,90.0,1.714286,84.0,0.0857,0.573392,"80.0,100.0,80.0,100.0,80.0,100.0",Steady High Performer
21058,4607,6,60.0,5.714286,40.0,0.0714,0.608653,"100.0,0.0,20.0,80.0,80.0,80.0",Improver
21059,4607,6,93.3333,-3.428571,105.3333,0.1543,0.441113,"100.0,100.0,100.0,100.0,60.0,100.0",Steady High Performer
21060,4607,6,90.0,0.571429,88.0,0.0095,0.85408,"100.0,80.0,80.0,100.0,80.0,100.0",Steady High Performer
21061,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21062,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21063,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21064,4607,6,90.0,1.714286,84.0,0.0367,0.716026,"100.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
21065,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21066,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21067,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21068,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21069,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21070,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21071,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21072,4607,6,86.6667,2.285714,78.6667,0.1714,0.41443,"80.0,80.0,100.0,80.0,80.0,100.0",Steady High Performer
21073,4607,6,93.3333,-1.142857,97.3333,0.0429,0.693907,"100.0,80.0,100.0,100.0,100.0,80.0",Steady High Performer
21074,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21075,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21077,4607,6,93.3333,1.142857,89.3333,0.0429,0.693907,"80.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21078,4607,6,93.3333,-1.142857,97.3333,0.0429,0.693907,"100.0,100.0,80.0,100.0,80.0,100.0",Steady High Performer
21079,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21080,4607,6,53.3333,-3.428571,65.3333,0.1543,0.441113,"80.0,40.0,40.0,60.0,60.0,40.0",Stable Average
21081,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21082,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21083,4607,6,96.6667,-1.714286,102.6667,0.1543,0.441113,"100.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21084,4607,6,90.0,4.0,76.0,0.2,0.373901,"60.0,100.0,100.0,100.0,80.0,100.0",Steady High Performer
21086,4607,6,93.3333,-4.571429,109.3333,0.6857,0.041795,"100.0,100.0,100.0,100.0,80.0,80.0",Steady High Performer
21087,4607,6,90.0,-5.142857,108.0,0.1543,0.441113,"100.0,100.0,100.0,100.0,40.0,100.0",Steady High Performer
21088,4607,6,90.0,-2.857143,100.0,0.2381,0.326164,"100.0,80.0,100.0,100.0,80.0,80.0",Steady High Performer
21089,4607,6,93.3333,0.0,93.3333,0.0,1.0,"100.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
21090,4607,6,73.3333,3.428571,61.3333,0.0964,0.549178,"80.0,80.0,40.0,60.0,80.0,100.0",Steady High Performer
21092,4607,6,90.0,1.714286,84.0,0.0367,0.716026,"100.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
21093,4607,6,90.0,1.714286,84.0,0.0367,0.716026,"100.0,60.0,100.0,100.0,80.0,100.0",Steady High Performer
21094,4607,6,80.0,2.285714,72.0,0.1143,0.512225,"80.0,80.0,80.0,60.0,80.0,100.0",Steady High Performer
21095,4607,6,90.0,2.857143,80.0,0.2381,0.326164,"80.0,80.0,100.0,100.0,80.0,100.0",Steady High Performer
